Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
quest_prepperstockpile02Desc,items,Quest - Challenge,,,"Prepper Stockpile - 2.",,"Prepper-Vorrat - 2.",,,,,,,,,,,
quest_prepperstockpile02_offer,Quest,Quest Info,,,"Accept this Quest to begin the Prepper Stockpile Challenge Part 1. Begin by getting some cooking basics in place.",,,,,,,,,,,,,
quest_prepperstockpile02_name,Quest,Quest Info,,,"Cooking Pot Party",,,,,,,,,,,,,
quest_prepperstockpile02_subtitle,Quest,Quest Info,,,"Prepper Stockpile Part 1",,,,,,,,,,,,,
quest_prepperstockpile02_description,Quest,Quest Info,,,"Acquire a Cooking Pot for your Campfire, and ingredients to make Bacon and Eggs with Biscuits.",,,,,,,,,,,,,
quest_prepperstockpile03,items,Quest - Challenge,,,"Prepper Stockpile - 3",,"Prepper-Vorrat - 3",,,,,,,,,,,
quest_prepperstockpile03Desc,items,Quest - Challenge,,,"Prepper Stockpile - 3.",,"Prepper-Vorrat - 3.",,,,,,,,,,,
quest_prepperstockpile03_offer,Quest,Quest Info,,,"Accept this Quest to begin the Prepper Stockpile Challenge Part 1. Begin by getting some cooking basics in place.",,,,,,,,,,,,,
quest_prepperstockpile03_name,Quest,Quest Info,,,"Acorn Flour",,,,,,,,,,,,,
quest_prepperstockpile03_subtitle,Quest,Quest Info,,,"Prepper Stockpile Part 1",,,,,,,,,,,,,
quest_prepperstockpile03_description,Quest,Quest Info,,,"Make 5 Acorn Flour in preparation for Acorn Biscuits.",,,,,,,,,,,,,
quest_prepperstockpile04,items,Quest - Challenge,,,"Prepper Stockpile - 4",,"Prepper-Vorrat - 4",,,,,,,,,,,
quest_prepperstockpile04Desc,items,Quest - Challenge,,,"Prepper Stockpile - 4.",,"Prepper-Vorrat - 4.",,,,,,,,,,,
quest_prepperstockpile04_offer,Quest,Quest Info,,,"Accept this Quest to begin the Prepper Stockpile Challenge Part 1. Begin by getting some cooking basics in place.",,,,,,,,,,,,,
quest_prepperstockpile04_name,Quest,Quest Info,,,"Acorn Biscuits",,,,,,,,,,,,,
quest_prepperstockpile04_subtitle,Quest,Quest Info,,,"Prepper Stockpile Part 1",,,,,,,,,,,,,
quest_prepperstockpile04_description,Quest,Quest Info,,,"Make 5 Acorn Biscuits in preparation for Bacon and Eggs with Biscuits.",,,,,,,,,,,,,
quest_prepperstockpile05,items,Quest - Challenge,,,"Prepper Stockpile - 5",,"Prepper-Vorrat - 5",,,,,,,,,,,
quest_prepperstockpile05Desc,items,Quest - Challenge,,,"Prepper Stockpile - 5.",,"Prepper-Vorrat - 5.",,,,,,,,,,,
quest_prepperstockpile05_offer,Quest,Quest Info,,,"Accept this Quest to begin the Prepper Stockpile Challenge Part 1. Begin by getting some cooking basics in place.",,,,,,,,,,,,,
quest_prepperstockpile05_name,Quest,Quest Info,,,"Bacon and Eggs with Biscuits",,,,,,,,,,,,,
quest_prepperstockpile05_subtitle,Quest,Quest Info,,,"Prepper Stockpile Part 1",,,,,,,,,,,,,
quest_prepperstockpile05_description,Quest,Quest Info,,,"Unlock and cook Bacon and Eggs with Biscuits. Place 5 Bacon and Eggs with Biscuits into your inventory. This preparation task gives you some surplus while you loot, shoot, and continue your additional tasks. Receive XP, 2 Skill Points and a Cooking Grill for your efforts. Continue to Part 2.",,,,,,,,,,,,,

quest_prepperstockpile06_offer,Quest,Quest Info,,,"Accept this Quest to begin the Prepper Stockpile Challenge Part 2. Place a Forge, and gather some resources for Pipe Weapons and Ammo. Finally, make a Stone Spear.",,,,,,,,,,,,,
quest_prepperstockpile06_name,Quest,Quest Info,,,"Forge",,,,,,,,,,,,,
quest_prepperstockpile06_subtitle,Quest,Quest Info,,,"Prepper Stockpile Part 2",,,,,,,,,,,,,
quest_prepperstockpile06_description,Quest,Quest Info,,,"Craft, loot, or purchase a Forge. Place it.",,,,,,,,,,,,,
quest_prepperstockpile07_offer,Quest,Quest Info,,,"Accept this Quest to begin the Prepper Stockpile Challenge Part 2. Place a Forge, and gather some resources for Pipe Weapons and Ammo. Finally, make a Stone Spear.",,,,,,,,,,,,,
quest_prepperstockpile07_name,Quest,Quest Info,,,"Pipe Weapons",,,,,,,,,,,,,
quest_prepperstockpile07_subtitle,Quest,Quest Info,,,"Prepper Stockpile Part 2",,,,,,,,,,,,,
quest_prepperstockpile07_description,Quest,Quest Info,,,"Craft, loot, or purchase a Pipe Pistol, Pipe Machine Gun, Pipe Rifle, and Pipe Shotgun and place into your inventory. Remove Mods on existing weapons to count.",,,,,,,,,,,,,
quest_prepperstockpile08_offer,Quest,Quest Info,,,"Accept this Quest to begin the Prepper Stockpile Challenge Part 2. Place a Forge, and gather some resources for Pipe Weapons and Ammo. Finally, make a Stone Spear.",,,,,,,,,,,,,
quest_prepperstockpile08_name,Quest,Quest Info,,,"Gunpowder",,,,,,,,,,,,,
quest_prepperstockpile08_subtitle,Quest,Quest Info,,,"Prepper Stockpile Part 2",,,,,,,,,,,,,
quest_prepperstockpile08_description,Quest,Quest Info,,,"Collect some Coal and Potassium Nitrate Powder to make 50 Gunpowder on your person.",,,,,,,,,,,,,
quest_prepperstockpile09_offer,Quest,Quest Info,,,"Accept this Quest to begin the Prepper Stockpile Challenge Part 2. Place a Forge, and gather some resources for Pipe Weapons and Ammo. Finally, make a Stone Spear.",,,,,,,,,,,,,
quest_prepperstockpile09_name,Quest,Quest Info,,,"Iron Arrows",,,,,,,,,,,,,
quest_prepperstockpile09_subtitle,Quest,Quest Info,,,"Prepper Stockpile Part 2",,,,,,,,,,,,,
quest_prepperstockpile09_description,Quest,Quest Info,,,"Unlock a Forge to craft 50 Iron Arrowheads. You may also loot or purchase them. Use 50 Iron Arrowheads, Wood, and Feathers to make 50 Iron Arrows on your person.",,,,,,,,,,,,,
quest_prepperstockpile10_offer,Quest,Quest Info,,,"Accept this Quest to begin the Prepper Stockpile Challenge Part 2. Place a Forge, and gather some resources for Pipe Weapons and Ammo. Finally, make a Stone Spear.",,,,,,,,,,,,,
quest_prepperstockpile10_name,Quest,Quest Info,,,"Stone Spear",,,,,,,,,,,,,
quest_prepperstockpile10_subtitle,Quest,Quest Info,,,"Prepper Stockpile Part 2",,,,,,,,,,,,,
quest_prepperstockpile10_description,Quest,Quest Info,,,"Craft a Stone Spear. It helps to keep hostiles at a distance, especially when health is low. Receive XP, 2 Skill Points, and a Weapon Maintenance Mod as a reward. Continue to Part 3.",,,,,,,,,,,,,

quest_prepperstockpile11_offer,Quest,Quest Info,,,"Accept this Quest to begin the Prepper Stockpile Challenge Part 3. Place a Workbench, followed by Farm Plots, a Coop and Hive, and then Traps. You will also require additional resources for crafting or populating.",,,,,,,,,,,,,
quest_prepperstockpile11_name,Quest,Quest Info,,,"Workbench",,,,,,,,,,,,,
quest_prepperstockpile11_subtitle,Quest,Quest Info,,,"Prepper Stockpile Part 3",,,,,,,,,,,,,
quest_prepperstockpile11_description,Quest,Quest Info,,,"Craft, loot, or purchase a Workbench. Place it.",,,,,,,,,,,,,
quest_prepperstockpile12_offer,Quest,Quest Info,,,"Accept this Quest to begin the Prepper Stockpile Challenge Part 3. Place a Workbench, followed by Farm Plots, a Coop and Hive, and then Traps. You will also require additional resources for crafting or populating.",,,,,,,,,,,,,
quest_prepperstockpile12_name,Quest,Quest Info,,,"Chicks, Queen, and Bait",,,,,,,,,,,,,
quest_prepperstockpile12_subtitle,Quest,Quest Info,,,"Prepper Stockpile Part 3",,,,,,,,,,,,,
quest_prepperstockpile12_description,Quest,Quest Info,,,"Find 2 Caught Chicks from Birds' Nests or Trees for the Coop, 1 Queen Bee from a Tree or Stumps for the Hive, and 20 Yucca Fruit for a Cactus Trap. Craft Bait for a Fish Trap. Add them to the Coop, Hive, and Fish Trap or Cactus Trap recipe in the next stage of Part 3.",,,,,,,,,,,,,
quest_prepperstockpile13_offer,Quest,Quest Info,,,"Accept this Quest to begin the Prepper Stockpile Challenge Part 3. Place a Workbench, followed by Farm Plots, a Coop and Hive, and then Traps. You will also require additional resources for crafting or populating.",,,,,,,,,,,,,
quest_prepperstockpile13_name,Quest,Quest Info,,,"Quality of Life",,,,,,,,,,,,,
quest_prepperstockpile13_subtitle,Quest,Quest Info,,,"Prepper Stockpile Part 3",,,,,,,,,,,,,
quest_prepperstockpile13_description,Quest,Quest Info,,,"Craft and place a Chicken Coop, Bee Hive, 4 Farm Plots, Wood Burning Prepper Stove, and Fish Trap. Ensure you place the correct types. You can now add your Caught Chicks, Queen Bees, and Bait.",,,,,,,,,,,,,
quest_prepperstockpile14_offer,Quest,Quest Info,,,"Accept this Quest to begin the Prepper Stockpile Challenge Part 3. Place a Workbench, followed by Farm Plots, a Coop and Hive, and then Traps. You will also require additional resources for crafting or populating.",,,,,,,,,,,,,
quest_prepperstockpile14_name,Quest,Quest Info,,,"Traps",,,,,,,,,,,,,
quest_prepperstockpile14_subtitle,Quest,Quest Info,,,"Prepper Stockpile Part 3",,,,,,,,,,,,,
quest_prepperstockpile14_description,Quest,Quest Info,,,"Craft and place 1 Tar Trap and 1 Cactus Trap from the Workbench. You can pick them up again after placing.",,,,,,,,,,,,,
quest_prepperstockpile15_offer,Quest,Quest Info,,,"Accept this Quest to begin the Prepper Stockpile Challenge Part 3. Place a Workbench, followed by Farm Plots, a Coop and Hive, and then Traps. You will also require additional resources for crafting or populating.",,,,,,,,,,,,,
quest_prepperstockpile15_name,Quest,Quest Info,,,"Chickens, Honey Comb, and Catfish",,,,,,,,,,,,,
quest_prepperstockpile15_subtitle,Quest,Quest Info,,,"Prepper Stockpile Part 3",,,,,,,,,,,,,
quest_prepperstockpile15_description,Quest,Quest Info,,,"Farm 2 Grown Domestic Chickens, 12 Honey Comb, and 2 Catfish. Receive XP, 2 Skill Points, and a Bunker Buster Mod as a reward. Continue to Part 4.",,,,,,,,,,,,,

quest_prepperstockpile16_offer,Quest,Quest Info,,,"Accept this Quest to begin the Prepper Stockpile Challenge Part 4. Mine for Oil Shale, to craft Gas Cans and Drill Gas Cans on a Chemistry Station where necessary. Craft, place, and power up a Prepper Rock Drill to collect additional mining resources.",,,,,,,,,,,,,
quest_prepperstockpile16_name,Quest,Quest Info,,,"Oil Shale",,,,,,,,,,,,,
quest_prepperstockpile16_subtitle,Quest,Quest Info,,,"Prepper Stockpile Part 4",,,,,,,,,,,,,
quest_prepperstockpile16_description,Quest,Quest Info,,,"Collect 2000 Oil Shale in preparation for converting to fuel. Mine in the desert, purchase, or loot.",,,,,,,,,,,,,
quest_prepperstockpile17_offer,Quest,Quest Info,,,"Accept this Quest to begin the Prepper Stockpile Challenge Part 4. Mine for Oil Shale, to craft Gas Cans and Drill Gas Cans on a Chemistry Station where necessary. Craft, place, and power up a Prepper Rock Drill to collect additional mining resources.",,,,,,,,,,,,,
quest_prepperstockpile17_name,Quest,Quest Info,,,"Chemistry Table",,,,,,,,,,,,,
quest_prepperstockpile17_subtitle,Quest,Quest Info,,,"Prepper Stockpile Part 4",,,,,,,,,,,,,
quest_prepperstockpile17_description,Quest,Quest Info,,,"Craft, loot, or purchase a Chemistry Station. Place it.",,,,,,,,,,,,,
quest_prepperstockpile18_offer,Quest,Quest Info,,,"Accept this Quest to begin the Prepper Stockpile Challenge Part 4. Mine for Oil Shale, to craft Gas Cans and Drill Gas Cans on a Chemistry Station where necessary. Craft, place, and power up a Prepper Rock Drill to collect additional mining resources.",,,,,,,,,,,,,
quest_prepperstockpile18_name,Quest,Quest Info,,,"Gas",,,,,,,,,,,,,
quest_prepperstockpile18_subtitle,Quest,Quest Info,,,"Prepper Stockpile Part 4",,,,,,,,,,,,,
quest_prepperstockpile18_description,Quest,Quest Info,,,"Craft, purchase, salvage, or loot 3000 Gas Cans and 5 Drill Gas Cans. The 2000 Oil Shale can be put to good use on the Chemistry Station, if required.",,,,,,,,,,,,,
quest_prepperstockpile19_offer,Quest,Quest Info,,,"Accept this Quest to begin the Prepper Stockpile Challenge Part 4. Mine for Oil Shale, to craft Gas Cans and Drill Gas Cans on a Chemistry Station where necessary. Craft, place, and power up a Prepper Rock Drill to collect additional mining resources.",,,,,,,,,,,,,
quest_prepperstockpile19_name,Quest,Quest Info,,,"Rock Drill",,,,,,,,,,,,,
quest_prepperstockpile19_subtitle,Quest,Quest Info,,,"Prepper Stockpile Part 4",,,,,,,,,,,,,
quest_prepperstockpile19_description,Quest,Quest Info,,,"Unlock and craft a Prepper Rock Drill on the Workbench and place it. Use a Drill Gas Can to power it.",,,,,,,,,,,,,
quest_prepperstockpile20_offer,Quest,Quest Info,,,"Accept this Quest to begin the Prepper Stockpile Challenge Part 4. Mine for Oil Shale, to craft Gas Cans and Drill Gas Cans on a Chemistry Station where necessary. Craft, place, and power up a Prepper Rock Drill to collect additional mining resources.",,,,,,,,,,,,,
quest_prepperstockpile20_name,Quest,Quest Info,,,"Mining",,,,,,,,,,,,,
quest_prepperstockpile20_subtitle,Quest,Quest Info,,,"Prepper Stockpile Part 4",,,,,,,,,,,,,
quest_prepperstockpile20_description,Quest,Quest Info,,,"Drill for the requested resources, where appropriate. Receive XP, 2 Skill Points, and a Diamond Blade Tip Mod as a reward. Continue to Part 5.",,,,,,,,,,,,,

quest_prepperstockpile21_offer,Quest,Quest Info,,,"Accept this Quest to begin the Prepper Stockpile Challenge Part 5. Acquire, or craft ammo on the Prepper Ammo Press or Workbench, get some defences in place to take ownership, and increase your physical ability to face adversity.",,,,,,,,,,,,,
quest_prepperstockpile21_name,Quest,Quest Info,,,"Ammo",,,,,,,,,,,,,
quest_prepperstockpile21_subtitle,Quest,Quest Info,,,"Prepper Stockpile Part 5",,,,,,,,,,,,,
quest_prepperstockpile21_description,Quest,Quest Info,,,"Acquire, or craft some standard ammo in preparation for times of need.",,,,,,,,,,,,,
quest_prepperstockpile22_offer,Quest,Quest Info,,,"Accept this Quest to begin the Prepper Stockpile Challenge Part 5. Acquire, or craft ammo on the Prepper Ammo Press or Workbench, get some defences in place to take ownership, and increase your physical ability to face adversity.",,,,,,,,,,,,,
quest_prepperstockpile22_name,Quest,Quest Info,,,"Defensive Barricades",,,,,,,,,,,,,
quest_prepperstockpile22_subtitle,Quest,Quest Info,,,"Prepper Stockpile Part 5",,,,,,,,,,,,,
quest_prepperstockpile22_description,Quest,Quest Info,,,"Craft some defensive barricades. Place appropriately when required.",,,,,,,,,,,,,
quest_prepperstockpile23_offer,Quest,Quest Info,,,"Accept this Quest to begin the Prepper Stockpile Challenge Part 5. Acquire, or craft ammo on the Prepper Ammo Press or Workbench, get some defences in place to take ownership, and increase your physical ability to face adversity.",,,,,,,,,,,,,
quest_prepperstockpile23_name,Quest,Quest Info,,,"Improvised Weapons",,,,,,,,,,,,,
quest_prepperstockpile23_subtitle,Quest,Quest Info,,,"Prepper Stockpile Part 5",,,,,,,,,,,,,
quest_prepperstockpile23_description,Quest,Quest Info,,,"Acquire, or craft some improvised weapons for greater area of effect.",,,,,,,,,,,,,
quest_prepperstockpile24_offer,Quest,Quest Info,,,"Accept this Quest to begin the Prepper Stockpile Challenge Part 5. Acquire, or craft ammo on the Prepper Ammo Press or Workbench, get some defences in place to take ownership, and increase your physical ability to face adversity.",,,,,,,,,,,,,
quest_prepperstockpile24_name,Quest,Quest Info,,,"Ownership",,,,,,,,,,,,,
quest_prepperstockpile24_subtitle,Quest,Quest Info,,,"Prepper Stockpile Part 5",,,,,,,,,,,,,
quest_prepperstockpile24_description,Quest,Quest Info,,,"Craft and place some decorative items to take ownership.",,,,,,,,,,,,,
quest_prepperstockpile25_offer,Quest,Quest Info,,,"Accept this Quest to begin the Prepper Stockpile Challenge Part 5. Acquire, or craft ammo on the Prepper Ammo Press or Workbench, get some defences in place to take ownership, and increase your physical ability to face adversity.",,,,,,,,,,,,,
quest_prepperstockpile25_name,Quest,Quest Info,,,"Meds",,,,,,,,,,,,,
quest_prepperstockpile25_subtitle,Quest,Quest Info,,,"Prepper Stockpile Part 5",,,,,,,,,,,,,
quest_prepperstockpile25_description,Quest,Quest Info,,,"Collect meds to assist with fortitude. Receive XP, 2 Skill Points, and a Preppocalyptic Car Parts Bundle as a reward. This completes the Prepper Stockpile Quests.",,,,,,,,,,,,,

quest_eliminatezombies10,items,Quest - Challenge,,,"Eliminate Zombies",,"Eliminiere Zombies",,,,,,,,,,,
quest_eliminatezombies10Desc,items,Quest - Challenge,,,"Read this Quest Note, and accept the challenge to find and eliminate a total of 500 Zombies over multiple stages (10, 15, 25, 50, 75, 125, and 200). Earn XP, Dukes, and 2 Skill Points upon completion.\n\nThis Quest repeats in an endless loop.",,"Lesen Sie diese Questnotiz und nehmen Sie die Herausforderung an, in mehreren Leveln (10, 15, 25, 50, 75, 125 und 200) insgesamt 500 Zombies zu finden und zu eliminieren. Verdiene nach Abschluss EP, Jeton aus Dukes Kasino und 1 Fertigkeitspunkte.\n\nDiese Quest wiederholt sich in einer Endlosschleife.",,,,,,,,,,,
quest_eliminatezombies10_offer,Quest,Quest Info,,,"Accept this quest to eliminate 500 Zombies through multiple smaller stages. Eliminate 10 in the first stage for 500 Dukes, 15 for 1500 XP, 25 for 1250 Dukes, 50 for 5000 XP, 75 for 3750 Dukes, 125 for 12500 XP, and 200 for 2 Skill Points. This Quest repeats in an endless loop.",,,,,,,,,,,,,
quest_eliminatezombies10_name,Quest,Quest Info,,,"10 Zombies",,,,,,,,,,,,,
quest_eliminatezombies10_subtitle,Quest,Quest Info,,,"10 Zombies",,,,,,,,,,,,,
quest_eliminatezombies10_description,Quest,Quest Info,,,"Accept this quest to eliminate 500 Zombies through multiple smaller stages. Eliminate 10 in the first stage for 500 Dukes, 15 for 1500 XP, 25 for 1250 Dukes, 50 for 5000 XP, 75 for 3750 Dukes, 125 for 12500 XP, and 200 for 2 Skill Points. This Quest repeats in an endless loop.",,,,,,,,,,,,,
quest_eliminatezombies15_offer,Quest,Quest Info,,,"Accept this quest to eliminate 500 Zombies through multiple smaller stages. Eliminate 10 in the first stage for 500 Dukes, 15 for 1500 XP, 25 for 1250 Dukes, 50 for 5000 XP, 75 for 3750 Dukes, 125 for 12500 XP, and 200 for 2 Skill Points. This Quest repeats in an endless loop.",,,,,,,,,,,,,
quest_eliminatezombies15_name,Quest,Quest Info,,,"15 Zombies",,,,,,,,,,,,,
quest_eliminatezombies15_subtitle,Quest,Quest Info,,,"15 Zombies",,,,,,,,,,,,,
quest_eliminatezombies15_description,Quest,Quest Info,,,"Accept this quest to eliminate 500 Zombies through multiple smaller stages. Eliminate 10 in the first stage for 500 Dukes, 15 for 1500 XP, 25 for 1250 Dukes, 50 for 5000 XP, 75 for 3750 Dukes, 125 for 12500 XP, and 200 for 2 Skill Points. This Quest repeats in an endless loop.",,,,,,,,,,,,,
quest_eliminatezombies25_offer,Quest,Quest Info,,,"Accept this quest to eliminate 500 Zombies through multiple smaller stages. Eliminate 10 in the first stage for 500 Dukes, 15 for 1500 XP, 25 for 1250 Dukes, 50 for 5000 XP, 75 for 3750 Dukes, 125 for 12500 XP, and 200 for 2 Skill Points. This Quest repeats in an endless loop.",,,,,,,,,,,,,
quest_eliminatezombies25_name,Quest,Quest Info,,,"25 Zombies",,,,,,,,,,,,,
quest_eliminatezombies25_subtitle,Quest,Quest Info,,,"25 Zombies",,,,,,,,,,,,,
quest_eliminatezombies25_description,Quest,Quest Info,,,"Accept this quest to eliminate 500 Zombies through multiple smaller stages. Eliminate 10 in the first stage for 500 Dukes, 15 for 1500 XP, 25 for 1250 Dukes, 50 for 5000 XP, 75 for 3750 Dukes, 125 for 12500 XP, and 200 for 2 Skill Points. This Quest repeats in an endless loop.",,,,,,,,,,,,,
quest_eliminatezombies50_offer,Quest,Quest Info,,,"Accept this quest to eliminate 500 Zombies through multiple smaller stages. Eliminate 10 in the first stage for 500 Dukes, 15 for 1500 XP, 25 for 1250 Dukes, 50 for 5000 XP, 75 for 3750 Dukes, 125 for 12500 XP, and 200 for 2 Skill Points. This Quest repeats in an endless loop.",,,,,,,,,,,,,
quest_eliminatezombies50_name,Quest,Quest Info,,,"50 Zombies",,,,,,,,,,,,,
quest_eliminatezombies50_subtitle,Quest,Quest Info,,,"50 Zombies",,,,,,,,,,,,,
quest_eliminatezombies50_description,Quest,Quest Info,,,"Accept this quest to eliminate 500 Zombies through multiple smaller stages. Eliminate 10 in the first stage for 500 Dukes, 15 for 1500 XP, 25 for 1250 Dukes, 50 for 5000 XP, 75 for 3750 Dukes, 125 for 12500 XP, and 200 for 2 Skill Points. This Quest repeats in an endless loop.",,,,,,,,,,,,,
quest_eliminatezombies75_offer,Quest,Quest Info,,,"Accept this quest to eliminate 500 Zombies through multiple smaller stages. Eliminate 10 in the first stage for 500 Dukes, 15 for 1500 XP, 25 for 1250 Dukes, 50 for 5000 XP, 75 for 3750 Dukes, 125 for 12500 XP, and 200 for 2 Skill Points. This Quest repeats in an endless loop.",,,,,,,,,,,,,
quest_eliminatezombies75_name,Quest,Quest Info,,,"75 Zombies",,,,,,,,,,,,,
quest_eliminatezombies75_subtitle,Quest,Quest Info,,,"75 Zombies",,,,,,,,,,,,,
quest_eliminatezombies75_description,Quest,Quest Info,,,"Accept this quest to eliminate 500 Zombies through multiple smaller stages. Eliminate 10 in the first stage for 500 Dukes, 15 for 1500 XP, 25 for 1250 Dukes, 50 for 5000 XP, 75 for 3750 Dukes, 125 for 12500 XP, and 200 for 2 Skill Points. This Quest repeats in an endless loop.",,,,,,,,,,,,,
quest_eliminatezombies125_offer,Quest,Quest Info,,,"Accept this quest to eliminate 500 Zombies through multiple smaller stages. Eliminate 10 in the first stage for 500 Dukes, 15 for 1500 XP, 25 for 1250 Dukes, 50 for 5000 XP, 75 for 3750 Dukes, 125 for 12500 XP, and 200 for 2 Skill Points. This Quest repeats in an endless loop.",,,,,,,,,,,,,
quest_eliminatezombies125_name,Quest,Quest Info,,,"125 Zombies",,,,,,,,,,,,,
quest_eliminatezombies125_subtitle,Quest,Quest Info,,,"125 Zombies",,,,,,,,,,,,,
quest_eliminatezombies125_description,Quest,Quest Info,,,"Accept this quest to eliminate 500 Zombies through multiple smaller stages. Eliminate 10 in the first stage for 500 Dukes, 15 for 1500 XP, 25 for 1250 Dukes, 50 for 5000 XP, 75 for 3750 Dukes, 125 for 12500 XP, and 200 for 2 Skill Points. This Quest repeats in an endless loop.",,,,,,,,,,,,,
quest_eliminatezombies200_offer,Quest,Quest Info,,,"Accept this quest to eliminate 500 Zombies through multiple smaller stages. Eliminate 10 in the first stage for 500 Dukes, 15 for 1500 XP, 25 for 1250 Dukes, 50 for 5000 XP, 75 for 3750 Dukes, 125 for 12500 XP, and 200 for 2 Skill Points. This Quest repeats in an endless loop.",,,,,,,,,,,,,
quest_eliminatezombies200_name,Quest,Quest Info,,,"200 Zombies",,,,,,,,,,,,,
quest_eliminatezombies200_subtitle,Quest,Quest Info,,,"200 Zombies",,,,,,,,,,,,,
quest_eliminatezombies200_description,Quest,Quest Info,,,"Accept this quest to eliminate 500 Zombies through multiple smaller stages. Eliminate 10 in the first stage for 500 Dukes, 15 for 1500 XP, 25 for 1250 Dukes, 50 for 5000 XP, 75 for 3750 Dukes, 125 for 12500 XP, and 200 for 2 Skill Points. This Quest repeats in an endless loop.",,,,,,,,,,,,,

quest_eliminateanimals01,items,Quest - Challenge,,,"Hunt Animals",,"Tiere jagen",,,,,,,,,,,
quest_eliminateanimals01Desc,items,Quest - Challenge,,,"Read this Quest Note, and accept the challenge to find and hunt animals over multiple stages. Earn XP, Dukes, and 2 Skill Points upon completion.\n\nThis Quest repeats in an endless loop.",,"Lesen Sie diese Questnotiz und nehmen Sie die Herausforderung an, in mehreren Etappen Tiere zu finden und zu jagen. Verdiene nach Abschluss EP, Jeton aus Dukes Kasino und 2 Fertigkeitspunkte.\n\nDiese Quest wiederholt sich in einer Endlosschleife.",,,,,,,,,,,
quest_eliminateanimals01_offer,Quest,Quest Info,,,"Accept this quest to hunt a variety of animals through multiple smaller stages. You will receive Dukes and XP for completing each stage, and 2 Skill for the final stage. This Quest repeats in an endless loop.",,,,,,,,,,,,,
quest_eliminateanimals01_name,Quest,Quest Info,,,"Chickens and Rabbits",,,,,,,,,,,,,
quest_eliminateanimals01_subtitle,Quest,Quest Info,,,"Chickens and Rabbits",,,,,,,,,,,,,
quest_eliminateanimals01_description,Quest,Quest Info,,,"Hunt 4 Chickens and 4 Rabbits to receive a reward and move to the next animal stage.",,,,,,,,,,,,,
quest_eliminateanimals02_offer,Quest,Quest Info,,,"Accept this quest to hunt a variety of animals through multiple smaller stages. You will receive Dukes and XP for completing each stage, and 2 Skill for the final stage. This Quest repeats in an endless loop.",,,,,,,,,,,,,
quest_eliminateanimals02_name,Quest,Quest Info,,,"Does, Boars, Wolves, and Coyotes",,,,,,,,,,,,,
quest_eliminateanimals02_subtitle,Quest,Quest Info,,,"Does, Boars, Wolves, and Coyotes",,,,,,,,,,,,,
quest_eliminateanimals02_description,Quest,Quest Info,,,"Hunt 3 Does, 3 Boars, 3 Wolves, and 3 Coyotes to receive a reward and move to the next animal stage.",,,,,,,,,,,,,
quest_eliminateanimals03_offer,Quest,Quest Info,,,"Accept this quest to hunt a variety of animals through multiple smaller stages. You will receive Dukes and XP for completing each stage, and 2 Skill for the final stage. This Quest repeats in an endless loop.",,,,,,,,,,,,,
quest_eliminateanimals03_name,Quest,Quest Info,,,"Bears, M Lions, Stags, and Paindeer",,,,,,,,,,,,,
quest_eliminateanimals03_subtitle,Quest,Quest Info,,,"Bears, M Lions, Stags, and Paindeer",,,,,,,,,,,,,
quest_eliminateanimals03_description,Quest,Quest Info,,,"Hunt 2 Bears, 2 Mountain Lions, 2 Stags, and 2 Paindeer to receive a reward and move to the next animal stage.",,,,,,,,,,,,,
quest_eliminateanimals04_offer,Quest,Quest Info,,,"Accept this quest to hunt a variety of animals through multiple smaller stages. You will receive Dukes and XP for completing each stage, and 2 Skill for the final stage. This Quest repeats in an endless loop.",,,,,,,,,,,,,
quest_eliminateanimals04_name,Quest,Quest Info,,,"Z Bear, Bad Bunny, B Chicken, Dire Wolf, and G.I. Grace",,,,,,,,,,,,,
quest_eliminateanimals04_subtitle,Quest,Quest Info,,,"Z Bear, Bad Bunny, B Chicken, Dire Wolf, and G.I. Grace",,,,,,,,,,,,,
quest_eliminateanimals04_description,Quest,Quest Info,,,"Hunt a Zombie Bear, Bad Bunny, Battle Chicken, Dire Wolf, and G.I. Grace to receive a reward and restart the animal stages.",,,,,,,,,,,,,

quest_prepperivstandscreamer01,items,Quest - Challenge,,,"I.V. Stand - Eliminate Screamers",,"Infusionsständer – Schreier eliminieren",,,,,,,,,,,
quest_prepperivstandscreamer01Desc,items,Quest - Challenge,,,"Read this Quest Note, and accept the challenge to place a Prepper Screamer I.V. Stand and then eliminate 100 Screamers. Earn XP and 2 Skill Points upon completion.\n\nThis challenge continually loops.",,"Lesen Sie diese Questnotiz und nehmen Sie die Herausforderung an, einen Prepper Screamer Infusionsständer zu platzieren. Stehen Sie auf und eliminieren Sie dann 100 Schreier. Verdiene nach Abschluss XP und 2 Fertigkeitspunkts.\n\nDiese Herausforderung wiederholt sich ständig.",,,,,,,,,,,
quest_prepperivstandscreamer01_offer,Quest,Quest Info,,,"Accept this Quest to begin the I.V. Stand Challenge. Unlock and Craft an I.V. A Screamer Scout will smell the delightful aroma and visit the location. Eliminate her before she invites her friends. Pick up the I.V. Stand to stop any more Screamer Scouts from appearing. Receive 2 Skill Points for eliminating 100 Screamer Scouts. This quest continually loops.",,,,,,,,,,,,,
quest_prepperivstandscreamer01_name,Quest,Quest Info,,,"I.V. Stand",,,,,,,,,,,,,
quest_prepperivstandscreamer01_subtitle,Quest,Quest Info,,,"I.V. Stand",,,,,,,,,,,,,
